,Ambystoma altamirani,Ambystoma mexicanum,Ambystoma rivulare,Andrias japonicus,Aquiloeurycea cafetalera,Batrachoseps attenuatus,Batrachuperus tibetanus,Bolitoglossa franklini,Bolitoglossa lincolni,Chiropterotriton nubilus,Cryptobranchus alleganiensis,Cynops pyrrhogaster,Desmognathus monticola,Echinotriton andersoni,Ensatina eschscholtzii,Eurycea bislineata,Ichthyosaura alpestris,Lissotriton boscai,Lissotriton helveticus,Lissotriton vulgaris,Notophthalmus viridescens,Parvimolge townsendi,Plethodon cinereus,Plethodon glutinosus,Pseudoeurycea altamontana,Aquiloeurycea cephalica,Pseudoeurycea gadovii,Pseudoeurycea granitum,Pseudoeurycea leprosa,Pseudoeurycea longicauda,Pseudoeurycea lynchi,Pseudoeurycea melanomolga,Pseudoeurycea nigromaculata,Pseudoeurycea rex,Pseudoeurycea robertsi,Pseudoeurycea sp,Salamandra salamandra,Taricha granulosa,Taricha torosa,Triturus cristatus,Triturus marmoratus
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Catalimonadaceae,0,0,0,0,1.886792453,5,0,0,0,0,0,0,0,0,1.754385965,0,3.225806452,0,0,0,0,9.523809524,0,0,0,0,0,33.33333333,0,0,0,0,0,0,0,0,1.851851852,0,6.896551724,0,0
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Chryseolinea,0,0,0,0,0,0,0,33.33333333,50,0,5.660377358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.15789474,0,44.44444444,0,0,0,0,0
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cyclobacteriaceae,0,0,0,0,0,0,0,0,0,0,22.64150943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.263157895,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae,90.47619048,54.54545455,8.695652174,76.47058824,81.13207547,93.33333333,75,66.66666667,50,87.5,94.33962264,75,63.63636364,50,91.22807018,83.33333333,87.09677419,74.07407407,71.42857143,84.61538462,80,80.95238095,72.22222222,48.33333333,75,71.42857143,71.42857143,100,47.05882353,100,76.19047619,80,100,78.94736842,100,55.55555556,87.96296296,100,96.55172414,78.33333333,61.11111111
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae,6.349206349,31.81818182,0,0,9.433962264,10,0,0,0,0,0,0,9.090909091,9.090909091,10.52631579,8.333333333,3.225806452,1.851851852,0,7.692307692,24,4.761904762,3.703703704,5,37.5,28.57142857,42.85714286,0,5.882352941,0,4.761904762,20,0,5.263157895,50,0,8.333333333,3.703703704,6.896551724,6.666666667,2.777777778
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Ohtaekwangia,46.03174603,0,0,35.29411765,39.62264151,86.66666667,0,0,25,37.5,5.660377358,18.75,45.45454545,0,61.40350877,58.33333333,9.677419355,25.92592593,14.28571429,19.23076923,44,19.04761905,27.77777778,21.66666667,0,0,14.28571429,66.66666667,0,33.33333333,19.04761905,20,60,31.57894737,16.66666667,0,59.25925926,44.44444444,68.96551724,15,22.22222222
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;__,74.6031746,50,10.86956522,70.58823529,39.62264151,96.66666667,0,33.33333333,25,12.5,96.22641509,53.125,36.36363636,50,92.98245614,66.66666667,35.48387097,40.74074074,42.85714286,69.23076923,72,28.57142857,55.55555556,21.66666667,0,42.85714286,14.28571429,66.66666667,5.882352941,0,38.0952381,40,80,57.89473684,33.33333333,33.33333333,80.55555556,79.62962963,82.75862069,43.33333333,36.11111111
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;unclassified_Cytophagales,0,0,4.347826087,0,0,0,0,0,0,0,86.79245283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Cryomorphaceae,84.12698413,100,0,88.23529412,47.16981132,86.66666667,100,0,0,37.5,83.01886792,71.875,100,90.90909091,80.70175439,100,100,75.92592593,100,100,96,33.33333333,74.07407407,78.33333333,12.5,0,28.57142857,66.66666667,17.64705882,33.33333333,33.33333333,20,60,15.78947368,50,0,86.11111111,94.44444444,68.96551724,98.33333333,63.88888889
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae,95.23809524,100,28.26086957,100,77.35849057,93.33333333,25,100,100,75,100,100,45.45454545,100,98.24561404,66.66666667,100,100,100,100,20,76.19047619,55.55555556,61.66666667,12.5,28.57142857,14.28571429,100,23.52941176,33.33333333,66.66666667,0,100,100,66.66666667,100,100,100,100,100,94.44444444
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;__,19.04761905,0,0,0,16.98113208,60,75,0,0,0,64.1509434,6.25,100,86.36363636,56.14035088,100,54.83870968,20.37037037,0,23.07692308,84,14.28571429,61.11111111,8.333333333,12.5,71.42857143,14.28571429,33.33333333,11.76470588,0,4.761904762,0,40,10.52631579,50,0,27.77777778,77.77777778,37.93103448,35,27.77777778
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Aliifodinibius,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae,100,95.45454545,4.347826087,82.35294118,94.33962264,100,100,100,100,100,94.33962264,93.75,100,100,100,100,96.77419355,96.2962963,100,100,92,80.95238095,100,78.33333333,100,85.71428571,71.42857143,100,58.82352941,33.33333333,95.23809524,80,100,94.73684211,100,100,87.96296296,100,100,96.66666667,94.44444444
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Rhodothermaceae,0,0,0,0,3.773584906,1.666666667,0,0,0,0,3.773584906,0,0,0,3.50877193,8.333333333,0,3.703703704,0,3.846153846,4,0,0,1.666666667,12.5,0,0,0,0,0,0,20,0,15.78947368,16.66666667,0,22.22222222,0,3.448275862,0,0
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Saprospiraceae,0,54.54545455,0,0,11.32075472,10,0,0,0,0,90.56603774,0,0,0,15.78947368,0,0,0,0,3.846153846,0,0,0,8.333333333,0,0,0,0,0,0,9.523809524,0,0,10.52631579,0,0,14.81481481,1.851851852,10.34482759,1.666666667,0
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae,92.06349206,31.81818182,6.52173913,100,88.67924528,100,50,100,75,87.5,33.96226415,96.875,100,100,100,100,100,100,100,100,92,90.47619048,94.44444444,63.33333333,62.5,71.42857143,71.42857143,100,52.94117647,33.33333333,95.23809524,40,100,94.73684211,66.66666667,100,95.37037037,46.2962963,100,100,94.44444444
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;__,47.61904762,4.545454545,10.86956522,23.52941176,9.433962264,20,0,33.33333333,50,0,41.50943396,40.625,45.45454545,4.545454545,19.29824561,41.66666667,19.35483871,9.259259259,71.42857143,42.30769231,24,4.761904762,20.37037037,5,0,14.28571429,0,33.33333333,0,0,4.761904762,0,0,47.36842105,0,44.44444444,45.37037037,48.14814815,13.79310345,26.66666667,11.11111111
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;unclassified_Sphingobacteriales,49.20634921,68.18181818,0,11.76470588,0,6.666666667,0,33.33333333,0,12.5,0,40.625,0,4.545454545,12.28070175,0,16.12903226,3.703703704,28.57142857,19.23076923,0,9.523809524,1.851851852,3.333333333,0,0,0,66.66666667,0,0,4.761904762,0,20,36.84210526,0,22.22222222,26.85185185,27.77777778,10.34482759,20,0
Bacteria;Bacteroidetes;__;__;__,93.65079365,100,97.82608696,94.11764706,71.69811321,95,100,66.66666667,50,37.5,100,84.375,90.90909091,40.90909091,84.21052632,83.33333333,74.19354839,62.96296296,100,84.61538462,80,52.38095238,87.03703704,38.33333333,25,85.71428571,57.14285714,100,17.64705882,0,66.66666667,40,100,84.21052632,83.33333333,55.55555556,80.55555556,92.59259259,86.20689655,90,75
Bacteria;Bacteroidetes;unclassified_Bacteroidetes;;__,30.15873016,0,4.347826087,17.64705882,9.433962264,3.333333333,0,33.33333333,25,0,43.39622642,15.625,0,0,1.754385965,0,0,0,0,7.692307692,0,0,0,1.666666667,0,0,0,0,0,0,4.761904762,0,20,63.15789474,0,22.22222222,15.74074074,31.48148148,0,8.333333333,8.333333333
Bacteria;CandidatusSaccharibacteria;Saccharibacteria_genera_incertae_sedis;;__,3.174603175,0,4.347826087,5.882352941,0,8.333333333,0,33.33333333,50,0,47.16981132,0,9.090909091,18.18181818,14.03508772,41.66666667,0,0,0,0,12,0,7.407407407,0,50,28.57142857,42.85714286,0,23.52941176,0,0,0,0,84.21052632,50,55.55555556,0,1.851851852,0,0,0
Bacteria;Chlamydiae;Chlamydiia;Chlamydiales;Chlamydiaceae,0,0,0,0,0,25,0,66.66666667,25,0,0,0,0,0,26.31578947,8.333333333,0,3.703703704,0,0,0,0,12.96296296,0,87.5,85.71428571,85.71428571,0,94.11764706,66.66666667,0,80,0,68.42105263,50,100,1.851851852,9.259259259,34.48275862,0,0
Bacteria;Chlamydiae;Chlamydiia;Chlamydiales;Parachlamydiaceae,0,0,0,0,0,0,0,33.33333333,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.68421053,0,44.44444444,0,0,0,0,0
Bacteria;Chlamydiae;Chlamydiia;Chlamydiales;__,0,0,0,0,0,0,0,66.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.63157895,0,55.55555556,0,0,0,0,0
Bacteria;Chlamydiae;Chlamydiia;Chlamydiales;unclassified_Chlamydiales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.263157895,0,0,0,0,0,0,0
Bacteria;Chlorobi;Chlorobia;Chlorobiales;Chlorobiaceae,9.523809524,0,0,17.64705882,7.547169811,5,0,0,0,0,0,9.375,0,0,5.263157895,0,0,5.555555556,14.28571429,0,0,0,1.851851852,0,0,0,0,33.33333333,0,33.33333333,0,20,0,0,0,0,9.259259259,14.81481481,3.448275862,3.333333333,5.555555556
Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae,6.349206349,4.545454545,4.347826087,5.882352941,9.433962264,13.33333333,100,0,0,0,83.01886792,9.375,45.45454545,0,7.01754386,66.66666667,3.225806452,3.703703704,14.28571429,11.53846154,40,0,40.74074074,1.666666667,12.5,0,0,33.33333333,0,0,4.761904762,20,0,15.78947368,0,0,9.259259259,5.555555556,0,5,0
Bacteria;Chloroflexi;Caldilineae;Caldilineales;Caldilineaceae,0,0,0,0,0,10,0,0,0,0,3.773584906,0,0,0,7.01754386,0,0,0,0,3.846153846,0,0,0,0,0,0,0,0,5.882352941,0,0,20,0,21.05263158,0,0,10.18518519,1.851851852,10.34482759,0,0
Bacteria;Chloroflexi;Chloroflexia;Chloroflexales;Chloroflexineae,0,0,0,0,0,0,0,0,25,0,13.20754717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.78947368,0,11.11111111,0,0,0,0,0
Bacteria;Chloroflexi;Chloroflexia;Herpetosiphonales;Herpetosiphonaceae,0,0,0,0,0,0,0,0,0,0,33.96226415,0,0,0,0,0,0,3.703703704,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.925925926,0,3.448275862,0,0
Bacteria;Chloroflexi;Chloroflexia;Kallotenuales;Kallotenuaceae,0,0,0,0,1.886792453,1.666666667,0,0,50,12.5,0,0,0,0,0,8.333333333,0,0,0,0,0,4.761904762,0,0,0,0,0,0,5.882352941,0,0,40,0,5.263157895,0,0,0,0,0,0,0
Bacteria;Chloroflexi;Chloroflexia;__;__,0,0,0,0,0,1.666666667,0,0,0,0,9.433962264,0,0,0,1.754385965,0,0,0,0,0,0,0,0,0,12.5,0,0,0,17.64705882,33.33333333,0,20,0,10.52631579,33.33333333,0,2.777777778,0,0,3.333333333,0
Bacteria;Chloroflexi;Chloroflexia;unclassified_Chloroflexia;,3.174603175,0,0,0,11.32075472,30,0,33.33333333,0,12.5,1.886792453,0,27.27272727,0,19.29824561,33.33333333,6.451612903,3.703703704,0,19.23076923,20,14.28571429,12.96296296,5,0,0,0,66.66666667,5.882352941,0,0,20,0,31.57894737,16.66666667,0,17.59259259,29.62962963,20.68965517,5,0
Bacteria;Chloroflexi;Dehalococcoidia;Dehalococcoidales;Dehalococcoidaceae,0,0,0,0,0,0,0,0,0,0,3.773584906,0,0,0,0,0,0,0,0,0,0,0,0,1.666666667,0,0,28.57142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae,0,0,0,0,0,0,0,66.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.263157895,0,0,0,0,0,0,0
Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Thermosporotrichaceae,3.174603175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.703703704,0,0,0,0,0,1.666666667,0,0,0,0,0,0,0,20,0,5.263157895,16.66666667,0,1.851851852,0,0,0,30.55555556
Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;__,1.587301587,0,0,0,0,0,0,33.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,4.761904762,0,0,0,0,14.28571429,0,0,0,0,20,0,21.05263158,0,22.22222222,0,0,0,0,0
Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;unclassified_Ktedonobacterales,1.587301587,0,2.173913043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.407407407,0,0,0,0,0,0,0,0,14.28571429,0,0,0,0,20,0,0,0,0,0.925925926,0,0,0,16.66666667
Bacteria;Chloroflexi;Thermomicrobia;Sphaerobacteridae;Sphaerobacterales,0,0,2.173913043,0,0,0,0,0,50,0,11.32075472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.31578947,0,0,0,0,0,0,0
Bacteria;Chloroflexi;Thermomicrobia;__;__,0,0,0,0,0,0,0,33.33333333,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.52631579,0,0,0,0,0,0,0
Bacteria;Chloroflexi;__;__;__,30.15873016,0,2.173913043,5.882352941,13.20754717,25,75,33.33333333,25,0,15.09433962,25,27.27272727,0,19.29824561,50,22.58064516,11.11111111,14.28571429,23.07692308,32,9.523809524,25.92592593,10,0,0,14.28571429,0,5.882352941,0,0,20,0,31.57894737,33.33333333,22.22222222,41.66666667,22.22222222,10.34482759,11.66666667,16.66666667
Bacteria;Chloroflexi;unclassified_Chloroflexi;;__,25.3968254,0,0,23.52941176,26.41509434,28.33333333,50,0,0,0,3.773584906,37.5,9.090909091,18.18181818,29.8245614,8.333333333,48.38709677,14.81481481,42.85714286,30.76923077,12,14.28571429,5.555555556,10,0,0,14.28571429,66.66666667,5.882352941,0,4.761904762,20,60,10.52631579,0,0,53.7037037,20.37037037,31.03448276,33.33333333,11.11111111
Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;Deferribacteraceae,0,0,0,11.76470588,0,0,0,0,0,0,0,0,0,0,0,0,6.451612903,0,0,7.692307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.925925926,0,0,0,0
Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales;Deinococcaceae,39.68253968,18.18181818,2.173913043,47.05882353,5.660377358,5,25,66.66666667,25,0,33.96226415,28.125,27.27272727,4.545454545,17.54385965,16.66666667,32.25806452,27.77777778,14.28571429,26.92307692,32,14.28571429,22.22222222,13.33333333,12.5,14.28571429,57.14285714,0,11.76470588,0,14.28571429,60,60,63.15789474,33.33333333,66.66666667,19.44444444,20.37037037,6.896551724,40,13.88888889
Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales;Trueperaceae,0,0,0,0,3.773584906,10,0,0,0,0,1.886792453,3.125,9.090909091,0,12.28070175,0,9.677419355,3.703703704,0,0,0,4.761904762,0,0,0,0,0,0,0,0,0,20,0,0,0,11.11111111,10.18518519,0,17.24137931,0,2.777777778
Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales;__,0,0,2.173913043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales;unclassified_Deinococcales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.263157895,0,0,0,0,0,0,0
Bacteria;Deinococcus-Thermus;Deinococci;Thermales;Thermaceae,9.523809524,13.63636364,0,0,1.886792453,3.333333333,0,0,0,0,0,0,0,9.090909091,1.754385965,0,0,5.555555556,0,0,0,0,1.851851852,13.33333333,12.5,0,0,0,5.882352941,0,0,20,20,0,16.66666667,0,5.555555556,1.851851852,0,6.666666667,0
Bacteria;Deinococcus-Thermus;Deinococci;__;__,1.587301587,0,2.173913043,0,1.886792453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.523809524,0,0,0,0,0,2.777777778,0,0,0,0
Bacteria;Elusimicrobia;Elusimicrobia;Elusimicrobiales;Elusimicrobiaceae,3.174603175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.78947368,0,11.11111111,0,0,0,0,0
Bacteria;Elusimicrobia;Endomicrobia;CandidatusEndomicrobium;,7.936507937,0,0,0,0,0,0,0,0,0,3.773584906,0,0,0,0,0,6.451612903,0,0,3.846153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Elusimicrobia;__;__;__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.851851852,0,0,0
Bacteria;Elusimicrobia;unclassified_Elusimicrobia;;__,31.74603175,0,0,11.76470588,20.75471698,31.66666667,0,33.33333333,0,12.5,0,0,18.18181818,0,19.29824561,33.33333333,0,16.66666667,0,7.692307692,20,19.04761905,9.259259259,16.66666667,0,14.28571429,0,66.66666667,11.76470588,0,14.28571429,0,20,5.263157895,0,11.11111111,32.40740741,9.259259259,24.13793103,1.666666667,19.44444444
Bacteria;Fibrobacteres;Chitinivibrionia;Chitinivibrionales;Chitinivibrionaceae,1.587301587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Fibrobacteres;Fibrobacteria;Fibrobacterales;Fibrobacteraceae,0,0,2.173913043,0,0,0,0,0,0,0,1.886792453,0,0,0,0,0,0,0,0,0,0,0,0,1.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Bacilli;Bacillales;Alicyclobacillaceae,1.587301587,0,0,5.882352941,1.886792453,3.333333333,0,100,100,0,0,6.25,0,9.090909091,1.754385965,0,9.677419355,14.81481481,0,0,0,4.761904762,14.81481481,5,0,28.57142857,14.28571429,0,0,0,0,0,0,100,0,100,0.925925926,0,0,1.666666667,22.22222222
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae1,42.85714286,22.72727273,0,58.82352941,9.433962264,33.33333333,50,0,50,0,13.20754717,31.25,0,27.27272727,15.78947368,8.333333333,67.74193548,51.85185185,0,15.38461538,4,14.28571429,11.11111111,18.33333333,0,0,0,33.33333333,5.882352941,0,14.28571429,0,40,47.36842105,0,22.22222222,43.51851852,16.66666667,31.03448276,20,19.44444444
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae2,3.174603175,4.545454545,2.173913043,5.882352941,1.886792453,1.666666667,0,0,25,0,0,6.25,9.090909091,4.545454545,1.754385965,0,0,1.851851852,0,0,0,0,1.851851852,6.666666667,25,0,14.28571429,0,5.882352941,0,4.761904762,0,0,5.263157895,33.33333333,11.11111111,9.259259259,3.703703704,3.448275862,1.666666667,0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillales_IncertaeSedisX,0,0,0,0,0,1.666666667,0,0,0,0,0,0,0,0,1.754385965,0,0,0,0,0,0,0,0,1.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillales_IncertaeSedisXI,0,0,0,0,0,0,0,0,0,0,7.547169811,0,0,0,0,0,0,0,0,0,0,0,0,0,25,14.28571429,14.28571429,0,23.52941176,0,0,20,0,15.78947368,0,11.11111111,0,0,0,0,0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillales_IncertaeSedisXII,0,0,0,0,0,0,0,66.66666667,0,0,84.90566038,0,0,0,0,0,0,0,0,0,0,0,0,0,25,28.57142857,0,0,23.52941176,33.33333333,0,20,0,10.52631579,33.33333333,22.22222222,0,0,0,0,0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillales_incertae_sedis,0,0,0,0,0,0,0,0,0,0,0,0,0,9.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Bacilli;Bacillales;Listeriaceae,0,0,0,0,0,1.666666667,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,14.28571429,0,0,0,0,0,0,21.05263158,16.66666667,11.11111111,0,1.851851852,0,0,0
Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae1,15.87301587,9.090909091,0,35.29411765,7.547169811,33.33333333,0,33.33333333,0,50,1.886792453,53.125,0,40.90909091,21.05263158,0,61.29032258,35.18518519,71.42857143,69.23076923,8,0,18.51851852,43.33333333,12.5,14.28571429,42.85714286,33.33333333,11.76470588,33.33333333,23.80952381,20,60,36.84210526,0,22.22222222,36.11111111,12.96296296,48.27586207,83.33333333,41.66666667
Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae2,0,0,0,0,0,0,0,0,0,0,0,0,0,9.090909091,0,0,0,0,0,3.846153846,0,0,0,1.666666667,0,0,0,0,5.882352941,0,0,0,0,0,0,0,0.925925926,0,0,0,2.777777778
Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae,38.0952381,31.81818182,0,23.52941176,9.433962264,35,0,100,50,12.5,24.52830189,3.125,18.18181818,40.90909091,31.57894737,0,3.225806452,29.62962963,0,15.38461538,8,4.761904762,12.96296296,38.33333333,12.5,42.85714286,28.57142857,33.33333333,17.64705882,0,4.761904762,0,40,42.10526316,33.33333333,88.88888889,25,14.81481481,37.93103448,16.66666667,38.88888889
Bacteria;Firmicutes;Bacilli;Bacillales;Sporolactobacillaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.754385965,0,0,0,0,0,0,0,0,0,0,14.28571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae,12.6984127,59.09090909,0,58.82352941,33.96226415,23.33333333,75,100,75,37.5,18.86792453,78.125,0,13.63636364,17.54385965,16.66666667,64.51612903,75.92592593,85.71428571,73.07692308,0,42.85714286,27.77777778,65,50,85.71428571,28.57142857,33.33333333,11.76470588,66.66666667,33.33333333,60,40,100,50,100,59.25925926,14.81481481,31.03448276,86.66666667,50
Bacteria;Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae1,1.587301587,0,0,0,1.886792453,0,0,0,0,0,0,0,0,0,0,0,0,11.11111111,0,7.692307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.925925926,0,3.448275862,1.666666667,13.88888889
Bacteria;Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae2,0,0,0,0,0,0,0,0,0,0,0,0,0,4.545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.448275862,0,2.777777778
Bacteria;Firmicutes;Bacilli;Bacillales;__,36.50793651,13.63636364,10.86956522,29.41176471,22.64150943,23.33333333,100,33.33333333,50,50,64.1509434,18.75,27.27272727,59.09090909,28.07017544,66.66666667,22.58064516,33.33333333,14.28571429,42.30769231,20,42.85714286,33.33333333,50,75,85.71428571,71.42857143,33.33333333,76.47058824,66.66666667,38.0952381,40,60,36.84210526,66.66666667,44.44444444,31.48148148,20.37037037,20.68965517,41.66666667,55.55555556
Bacteria;Firmicutes;Bacilli;Bacillales;unclassified_Bacillales,0,0,4.347826087,5.882352941,1.886792453,0,0,0,0,0,3.773584906,0,0,4.545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae,1.587301587,4.545454545,0,5.882352941,1.886792453,1.666666667,0,33.33333333,0,0,9.433962264,6.25,0,0,1.754385965,0,0,0,14.28571429,3.846153846,0,0,0,16.66666667,12.5,14.28571429,14.28571429,0,5.882352941,0,0,0,0,31.57894737,16.66666667,88.88888889,5.555555556,0,0,5,0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae,6.349206349,4.545454545,2.173913043,17.64705882,5.660377358,1.666666667,25,66.66666667,25,25,16.98113208,6.25,100,0,7.01754386,100,6.451612903,12.96296296,42.85714286,38.46153846,96,4.761904762,74.07407407,23.33333333,0,0,14.28571429,0,5.882352941,33.33333333,4.761904762,0,20,78.94736842,0,33.33333333,14.81481481,1.851851852,3.448275862,18.33333333,11.11111111
Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae,6.349206349,0,0,17.64705882,18.86792453,1.666666667,50,0,0,0,1.886792453,18.75,0,0,0,0,16.12903226,3.703703704,0,3.846153846,0,4.761904762,1.851851852,5,0,14.28571429,0,0,5.882352941,0,14.28571429,20,20,0,16.66666667,11.11111111,6.481481481,1.851851852,0,11.66666667,5.555555556
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae,30.15873016,0,6.52173913,23.52941176,16.98113208,3.333333333,75,0,25,12.5,0,37.5,0,27.27272727,3.50877193,0,12.90322581,7.407407407,14.28571429,50,4,14.28571429,11.11111111,25,0,0,0,33.33333333,0,0,14.28571429,0,20,36.84210526,0,22.22222222,5.555555556,1.851851852,6.896551724,31.66666667,2.777777778
Bacteria;Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae,25.3968254,27.27272727,0,5.882352941,16.98113208,1.666666667,0,0,0,25,1.886792453,6.25,0,4.545454545,7.01754386,0,12.90322581,38.88888889,14.28571429,7.692307692,0,19.04761905,3.703703704,8.333333333,0,14.28571429,0,33.33333333,35.29411765,0,14.28571429,0,40,21.05263158,16.66666667,11.11111111,15.74074074,5.555555556,6.896551724,10,19.44444444
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae,17.46031746,45.45454545,0,58.82352941,32.0754717,21.66666667,75,100,50,25,33.96226415,78.125,100,40.90909091,21.05263158,100,74.19354839,66.66666667,85.71428571,84.61538462,100,61.9047619,85.18518519,60,25,85.71428571,71.42857143,33.33333333,100,33.33333333,47.61904762,80,20,89.47368421,50,55.55555556,54.62962963,5.555555556,27.5862069,78.33333333,50
